longitude,latitude,flood_susceptibility,risk_class,risk_label
6.951342281879195,5.413646677852349,0.8525377106230294,3.0,high
6.951342281879195,5.414205959731544,0.8535559701116573,3.0,high
6.951342281879195,5.414765241610739,0.854350713286649,3.0,high
6.951342281879195,5.415324523489933,0.8548909913212748,3.0,high
6.951342281879195,5.415883805369128,0.8551507900293192,3.0,high
6.951342281879195,5.4164430872483225,0.8551115890488155,3.0,high
6.951342281879195,5.417002369127517,0.8547646869224561,3.0,high
6.951342281879195,5.417561651006712,0.8541130647239803,3.0,high
6.951342281879195,5.418120932885906,0.8531726891697102,3.0,high
6.951342281879195,5.418680214765101,0.851973294467719,3.0,high
6.951342281879195,5.419239496644296,0.8505587734733653,3.0,high
6.951342281879195,5.41979877852349,0.848987324950871,3.0,high
6.951342281879195,5.420358060402685,0.8473314528905731,3.0,high
6.951342281879195,5.4209173422818795,0.8456778255616202,3.0,high
6.951342281879195,5.421476624161074,0.8441269079372571,3.0,high
6.951342281879195,5.422035906040269,0.8427922034098665,3.0,high
6.951342281879195,5.422595187919463,0.8417988906422165,3.0,high
6.951342281879195,5.423154469798658,0.8412816237528511,3.0,high
6.951342281879195,5.423713751677853,0.841381281420311,3.0,high
6.951342281879195,5.424273033557047,0.84224050535495,3.0,high
6.951342281879195,5.424832315436242,0.8439979625351954,3.0,high
6.951342281879195,5.4253915973154365,0.846781396875047,3.0,high
6.951342281879195,5.425950879194631,0.8506996960996422,3.0,high
6.951342281879195,5.426510161073826,0.8558343702039197,3.0,high
6.951342281879195,5.42706944295302,0.8622309886617945,3.0,high
6.951342281879195,5.427628724832215,0.8698912116671638,3.0,high
6.951342281879195,5.42818800671141,0.8787660204039491,3.0,high
6.951342281879195,5.428747288590604,0.8887505298689242,3.0,high
6.951342281879195,5.429306570469799,0.8996802455869046,3.0,high
6.951342281879195,5.4298658523489935,0.9113275934553908,3.0,high
6.951342281879195,5.430425134228188,0.9233955292178915,3.0,high
6.951342281879195,5.430984416107383,0.935500856624647,3.0,high
6.951342281879195,5.431543697986577,0.947131054623449,3.0,high
6.951342281879195,5.432102979865772,0.9575431452911394,3.0,high
6.951342281879195,5.432662261744967,0.9655818463894814,3.0,high
6.951342281879195,5.433221543624161,0.9696443672264077,3.0,high
6.951342281879195,5.433780825503356,0.9686428736543049,3.0,high
6.951342281879195,5.434340107382551,0.9633826182658165,3.0,high
6.951342281879195,5.434899389261745,0.9556739610047136,3.0,high
6.951342281879195,5.43545867114094,0.9468951340988154,3.0,high
6.951342281879195,5.4360179530201345,0.9378280571065378,3.0,high
6.951342281879195,5.436577234899329,0.9288994237306332,3.0,high
6.951342281879195,5.437136516778524,0.920347584127172,3.0,high
6.951342281879195,5.437695798657718,0.912305907075956,3.0,high
6.951342281879195,5.438255080536913,0.9048442682348614,3.0,high
6.951342281879195,5.438814362416108,0.897991509394328,3.0,high
6.951342281879195,5.439373644295302,0.8917489380168346,3.0,high
6.951342281879195,5.439932926174497,0.8860992325792936,3.0,high
6.951342281879195,5.4404922080536915,0.881012719899724,3.0,high
6.951342281879195,5.441051489932886,0.8764519703269928,3.0,high
6.951342281879195,5.441610771812081,0.8723752102097941,3.0,high
6.951342281879195,5.442170053691275,0.8687388482057639,3.0,high
6.951342281879195,5.44272933557047,0.86549931453064,3.0,high
6.951342281879195,5.443288617449665,0.8626143609368602,3.0,high
6.951342281879195,5.443847899328859,0.8600439383118923,3.0,high
6.951342281879195,5.444407181208054,0.857750747159153,3.0,high
6.951342281879195,5.4449664630872485,0.8557005391709311,3.0,high
6.951342281879195,5.445525744966443,0.8538622337390389,3.0,high
6.951342281879195,5.446085026845638,0.852207900871266,3.0,high
6.951342281879195,5.446644308724832,0.8507126513333492,3.0,high
6.951342281879195,5.447203590604027,0.8493544657957359,3.0,high
6.951342281879195,5.447762872483222,0.8481139872237691,3.0,high
6.951342281879195,5.448322154362416,0.8469742945781458,3.0,high
6.951342281879195,5.448881436241611,0.8459206709370779,3.0,high
6.951342281879195,5.4494407181208055,0.8449403752465905,3.0,high
6.951342281879195,5.45,0.8431623239181381,3.0,high
6.952013422818792,5.366667,0.6813979944324615,3.0,high
6.952013422818792,5.367226281879194,0.6817491965114171,3.0,high
6.952013422818792,5.367785563758389,0.682006347565629,3.0,high
6.952013422818792,5.3683448456375835,0.6822729475279745,3.0,high
6.952013422818792,5.368904127516778,0.6825490568598754,3.0,high
6.952013422818792,5.369463409395973,0.6828347299372709,3.0,high
6.952013422818792,5.370022691275167,0.6831300151270662,3.0,high
6.952013422818792,5.370581973154362,0.6834349548889079,3.0,high
6.952013422818792,5.371141255033557,0.6837495859035686,3.0,high
6.952013422818792,5.371700536912751,0.6840739392292133,3.0,high
6.952013422818792,5.372259818791946,0.6844080404878384,3.0,high
6.952013422818792,5.3728191006711405,0.7847519100843876,3.0,high
6.952013422818792,5.373378382550335,0.7851055634619237,3.0,high
6.952013422818792,5.37393766442953,0.7854690113970111,3.0,high
6.952013422818792,5.374496946308724,0.7858422603404718,3.0,high
